student_id,month,text_fa
RADAR-040,2026-08,🔻اینفلوئنسرها باید مالیات بدهند؛ چرا؟! 🔹رئیس سازمان امور مالیاتی می‌گوید بلاگرها و هنرمندانی که درآمدشان از سقف تعیین‌شده بالاتر باشد، مثل هر فعال اقتصادی دیگری باید مالیات بدهند. 🔹اما یک جای این معادله عجیب است: چطور می‌شود از درآمدی که روی یک پلتفرم فیلترشده ایجاد شده مالیات گرفت؟ 🔹مهرک محمودی در پیوست هفته از این تناقض می‌گوید؛ همان دولتی که دسترسی به یک پلتفرم را محدود کرده، حالا می‌خواهد سهمش را از درآمد تولیدکنندگان محتوای همان پلتفرم بگیرد. 🔹و البته ماجرای مالیات بلاگرها یک پشت‌پرده جالب هم در خود پیوست دارد؛ فائزه رستمی تعریف می‌کند انتشار این خبر چطور پای سازمان امور مالیاتی را به یک درگیری با تحریریه پیوست باز کرد. حامی این برنامه: 
RADAR-041,2026-07,🔺ابَرهوش یا ابرمصرف؟ هزینه پنهان چت‌ جی‌پی‌تی و دوستانش 🔹 هر بار که از یک چت‌بات هوش مصنوعی سؤال می‌پرسیم، پاسخ آن فقط حاصل چند خط کد نیست؛ پشت هر پاسخ، هزاران تراشه، مراکز داده، شبکه برق و سامانه‌های خنک‌کننده‌ای قرار دارند که برای ادامه فعالیت، حجم قابل‌توجهی انرژی و آب مصرف می‌کنند. 🔹گزارش AI Index 2026 دانشگاه استنفورد نشان می‌دهد ظرفیت برق مراکز داده مرتبط با هوش مصنوعی تا پایان سال ۲۰۲۵ به حدود ۲۹.۶ گیگاوات رسیده؛ ظرفیتی هم‌اندازه اوج مصرف برق ایالت نیویورک. 🔹در کنار آن، برآوردها نشان می‌دهد تنها استنتاج مدل GPT-4o در مقیاس سالانه می‌تواند بین ۱.۳ تا ۱.۶ میلیون کیلولیتر آب مصرف کند؛ رقمی که در بالاترین برآورد از نیاز سالانه آب آشامیدنی 
RADAR-042,2026-08,🔺بررسی ۱۵ پلتفرم هوش مصنوعی ایران؛ بین کاربر و مدل چه چیزی قرار گرفته است؟ 🔹نام GPT، Claude، Gemini و DeepSeek در ویترین بسیاری از پلتفرم‌های ایرانی تکرار می‌شود، اما محصولی که روی این مدل‌ها ساخته شده یکسان نیست. بررسی‌های پیوست از ۱۵ پلتفرم هوش‌مصنوعی داخلی چهار الگو را بیشتر نشان می‌دهد: ابزارهای مصرفی که چند مدل را پشت یک رابط قرار می‌دهند، محیط‌هایی برای انتخاب و مقایسه مدل‌ها، درگاه‌های API برای توسعه‌دهنده و چت‌بات‌های سازمانی که به داده و دانش کسب‌وکار متصل می‌شوند. 🔹 در دست‌کم ۱۲ مورد از ۱۵ پلتفرم بررسی شده هوش‌مصنوعی، نام مدل‌های خارجی مستقیما در محصول یا اسناد عمومی دیده می‌شود. در میان سرویس‌های سازمانی، مودوچت GPT-4، Claude و LLa
RADAR-043,2026-07,🔺هوش مصنوعی در رویارویی تصمیم؛ با اعتماد کمتر روی نمودار سرعت حرکت کنید 🔹هوش مصنوعی می‌تواند تصمیم‌های سازمانی را سریع‌تر و دقیق‌تر کند، اما پژوهش‌های جدید نشان می‌دهند شرط موفقیت آن، اعتماد مطلق به خروجی مدل‌ها نیست. کیفیت داده‌ها، بلوغ دیجیتال سازمان و پذیرش مدیران، سه عامل اصلی تعیین‌کننده اثربخشی هوش مصنوعی در تصمیم‌گیری هستند. 🔹مطالعات منتشرشده در سال‌های ۲۰۲۴ و ۲۰۲۵ نشان می‌دهد استفاده از هوش مصنوعی در تحلیل داده، پیش‌بینی روندها و تصمیم‌سازی مدیریتی، هم زمان تصمیم‌گیری را کاهش می‌دهد و هم کیفیت آن را افزایش می‌دهد. در برخی پژوهش‌ها نیز مدل‌های یادگیری ماشین توانسته‌اند با دقتی تا حدود ۹۱ درصد، عملکرد بهتری نسبت به روش‌های سنتی داشته با
RADAR-044,2026-08,🔺۴۳ درصد سوالات کاربران ویپاد به تسهیلات مربوط است 🔹داتین اعلام کرد راهکار هوش مصنوعی «از من بپرس» که برای پشتیبانی ویپاد توسعه داده شده، در خرداد ۱۴۰۵ طی یک ماه به بیش از ۴۸۵ هزار پرسش کاربران پاسخ داده و هم‌زمان با رشد ۲۰ درصدی کاربران، میانگین زمان انتظار در صف پشتیبانی نیز ۵۰ درصد کاهش یافته است. بر اساس گزارش ۴۳ درصد پرسش‌های ثبت‌شده به تسهیلات و ۳۲ درصد به اعتبارسنجی مربوط بوده که می‌تواند مبنایی برای بازطراحی خدمات و تجربه کاربری باشد. 🔹«از من بپرس» تنها یک چت‌بات مبتنی بر پرسش و پاسخ از پیش تعیین‌شده نیست. این راهکار، پاسخ‌ها را بر اساس دانش سازمانی، سوالات متداول کاربران، اطلاعات مجاز هر کاربر و خدمات فعال او تولید می‌کند؛ به همین دل
RADAR-045,2026-08,🔺دستیار هوشمند «عیار» رونمایی شد؛ مدل‌های داخلی پاسخ می‌دهند اما تحلیل عمیق بدون اینترنت ممکن نیست 🔹دستیار هوشمند «عیار» با هدف ارزیابی استارت‌آپ‌ها، بررسی آمادگی آنها برای جذب سرمایه و شناسایی ظرفیت‌های فناورانه برای همکاری با صنایع رونمایی شد. این سامانه از ترکیب چند مدل هوش مصنوعی استفاده می‌کند و به گفته معاون فنی هومص، بیش از ۸۰ درصد نیازهای استارت‌آپ‌ها را می‌تواند با مدل‌های داخلی پاسخ دهد؛ با این حال، برای انجام تحلیل عمیق، بررسی اطلاعات بیرونی و جست‌وجوی عملکرد رقبا، همچنان به اتصال اینترنت و استفاده از ChatGPT نیاز دارد. 🔹معاون فنی هومص، در پاسخ به پرسش‌های «پیوست» درباره GPU، داده و مدل هوش مصنوعی عیار توضیح داد: این مجموعه برای زی
RADAR-046,2026-07,🔺 تولد دوباره نوکیا در عصر هوش مصنوعی 🔹 نوکیا دیگر شرکت تولیدکننده موبایل نیست. شرکتی که روزگاری با گوشی‌های ساده و مقاومش شناخته می‌شد، حالا به یکی از بازیگران زیرساخت هوش مصنوعی تبدیل شده و تجهیزات شبکه و ارتباطات مراکز داده را برای غول‌هایی مانند اوپن‌ای‌آی، متا و گوگل تأمین می‌کند. 🔹 استقبال بازار از این تغییر مسیر هم قابل توجه بوده است. سهام نوکیا از ابتدای سال حدود ۹۰ درصد رشد کرده و سرمایه‌گذاران این شرکت را بیش از گذشته به‌عنوان یک بازیگر حوزه زیرساخت هوش مصنوعی می‌بینند. خرید ۲.۳ میلیارد دلاری اینفینرا و سرمایه‌گذاری یک میلیارد دلاری انویدیا در نوکیا نیز این مسیر را تقویت کرده است. 🔹 با این حال، آینده نوکیا همچنان به رونق بازار هوش م
RADAR-047,2026-07,🔺هوش مصنوعی اولویت امروز CVC‌ها است 🔹 سهم صندوق‌هایی که هوش مصنوعی را مهم‌ترین حوزه سرمایه‌گذاری خود می‌دانند به ۶۹ درصد رسیده و ۲۸ درصد کل معاملات سرمایه‌گذاری مربوط به هوش مصنوعی است. بر اساس گزارش «State of CVC 2025» هوش مصنوعی به رکن اصلی استراتژی رشد شرکت‌‎های بزرگ تبدیل شده است. 🔹به گزارش پیوست، گزارش «وضعیت سرمایه‌گذاری خطرپذیر شرکتی ۲۰۲۵» که از سوی Silicon Valley Bank منتشر شده، تصویری از روندهای جهانی سرمایه‌گذاری خطرپذیر شرکتی، تغییرات ساختاری این حوزه و اولویت‌های جدید واحدهای CVC در شرکت‌های بزرگ ارائه می‌دهد. 🔹 از دیگر موارد اشاره شده در این گزارش زودتر انجام شدن سرمایه‌گذاری‌ها نسبت به گذشته است. طبق داده‌ها حدود دو سوم معاملات 
RADAR-048,2026-07,🔺 وقتی ترس از هوش مصنوعی، خودش به یک تهدید تبدیل می‌شود 🔹هوش مصنوعی سال‌هاست مخالفان جدی دارد. از پژوهشگران و دانشمندانی که درباره خطرات آن هشدار می‌دهند تا مدیران شرکت‌های فناوری که خواستار توقف موقت توسعه مدل‌های پیشرفته شده‌اند. 🔹اما در آمریکا، بخشی از این نگرانی‌ها حالا از اتاق‌های فکر و کنفرانس‌های دانشگاهی به خیابان رسیده و در مواردی رنگ خشونت به خود گرفته است؛ جایی که دیگر بحث فقط تنظیم‌گری یا اخلاق هوش مصنوعی نیست، بلکه گروهی از فعالان معتقدند برای جلوگیری از «انقراض بشر» باید توسعه این فناوری را به هر قیمتی متوقف کرد. 🔹این تغییر، در ماه‌های اخیر خود را در چند اتفاق کم‌سابقه نشان داده است؛ از شلیک به خانه یکی از اعضای شورای شهر ایندیا
RADAR-049,2026-07,🔻هوش مصنوعی؛ کمک درمان یا چالش درمان؟ 🔹چت‌بات‌های هوش مصنوعی در حال تبدیل شدن به مشاور تغذیه و تناسب اندام میلیون‌ها نفر هستند؛ اما درمانگران هشدار می‌دهند همین توصیه‌های به ظاهر منطقی، برای بیماران مبتلا به اختلالات خوردن می‌تواند روند درمان را مختل و حتی جان آنها را تهدید کند. 🔹هوش مصنوعی هر روز به حوزه‌ای تازه وارد می‌شود؛ از برنامه‌ریزی سفر و نوشتن کد گرفته تا مشاوره پزشکی. اما تجربه درمانگران اختلالات خوردن نشان می‌دهد مدل‌های زبانی هنوز در تشخیص مرز میان «کاربر عادی» و «بیمار» با مشکل جدی روبه‌رو هستند. 🔹نتیجه این ناتوانی، توصیه‌هایی است که شاید برای یک فرد سالم کاملاً منطقی به نظر برسد، اما برای فردی که با بی‌اشتهایی عصبی، پرخوری عصبی 
RADAR-050,2026-07,🔺استارت‌آپ‌ها وارد پنتاگون می‌شوند؛ اما پول هنوز دست غول‌هاست 🔹جنگ اوکراین و تجربه رویارویی با ایران، یک سؤال مهم را برای ارتش آمریکا پررنگ‌تر کرده است؛ آیا دوران اتکا به تسلیحات فوق‌گران‌قیمت به پایان رسیده؟ 🔹وال‌استریت ژورنال در گزارشی می‌نویسد پنتاگون پس از دهه‌ها، درهای خود را بیش از گذشته به روی استارت‌آپ‌های فناوری دفاعی باز کرده است. اصلاح فرآیندهای خرید، کاهش بروکراسی و تمرکز بر پهپادها و سامانه‌های مبتنی بر هوش مصنوعی بخشی از این تغییر رویکرد است. 🔹با این حال، آمارها نشان می‌دهد سهم استارت‌آپ‌ها از قراردادهای دفاعی آمریکا هنوز کمتر از یک درصد است و بخش عمده بودجه همچنان به غول‌های سنتی صنایع دفاعی می‌رسد. 🔹در همین حال، سرمایه‌گذاری ر
RADAR-051,2026-07,🔺 تصمیم‌گیری در عصر هوش مصنوعی؛ داده کافی نیست 🔹 در عصر هوش مصنوعی و وفور داده، کیفیت تصمیم‌گیری دیگر به حجم اطلاعات وابسته نیست. صاحب‌نظران و مدیران حوزه اقتصاد و فناوری معتقدند تصمیم‌های موثر زمانی شکل می‌گیرد که داده در بستر مناسب تحلیل شود و در کنار شهود، تجربه و فرهنگ پرسشگری قرار بگیرد. 🔹به گزارش پیوست، علی گل‌زاده، مدیرعامل شرکت داده و هوش مصنوعی داتا، در نشست رونمایی از کتاب تصمیم‌گیری ورای اعداد» با اشاره به رابطه میان داده و شهود در تصمیم‌گیری گفت: شهود برخلاف تصور رایج، یک ویژگی ذاتی و تغییرناپذیر نیست؛ بلکه مهارتی است که می‌توان آن را یاد گرفت و تقویت کرد. 🔹 نیما نامداری، مدیرعامل کارنامه هم گفت: گاهی مدیران آن‌قدر منتظر داده‌های 
RADAR-052,2026-07,🔺اتحادیه اروپا نفوذ گوگل و اپل در بازار هوش مصنوعی را محدود می‌کند 🔹اتحادیه اروپا در تازه‌ترین تلاش خود برای شکستن انحصار غول‌های فناوری و افزایش رقابت در بازار هوش مصنوعی، شرکت‌های اپل و گوگل را ملزم کرده است تا در سیستم‌عامل گوشی‌های هوشمند خود به دستیارهای هوش مصنوعی شرکت‌های رقیب اجازه دسترسی بدهند. اقدامی که می‌تواند معادلات رقابت میان Siri، Gemini و ChatGPT را تغییر دهد. 🔹به‌گزارش CNN، کمیسیون اروپا می‌گوید تسلط اپل و گوگل بر بازار تلفن‌های هوشمند باعث شده تا دستیارهای هوش مصنوعی آنها یعنی Siri و Gemini نسبت به سایر رقبا وضعبت بهتری داشته باشند. طبق برآورد موسسه تحقیقاتی Omdia در حال حاضر ۵ میلیارد گوشی آیفون و اندروید فعال در جهان وجود
RADAR-053,2026-07,🔺پشت‌پرده تلاش همه‌جانبه چین برای رسیدن به تراشه‌های هوش مصنوعی آمریکا 🔹آمریکا با محدود کردن دسترسی چین به پیشرفته‌ترین تراشه‌های هوش مصنوعی، تصور می‌کرد سرعت پیشرفت این کشور را کاهش می‌دهد؛ اما اکنون وکارزاری با حمایت رهبر چین شکل گرفته و هدف آن، خودکفایی چین در تراشه‌های هوش مصنوعی است. 🔹براساس این گزارش، معاون نخست‌وزیر و از نزدیک‌ترین افراد به رهبر چین، مأموریت هدایت این پروژه را برعهده گرفته است. 🔹به گفته منابع آگاه، پکن حتی به شرکت‌های هوش مصنوعی هشدار داده است که مقاومت در برابر استفاده از تراشه‌های داخلی، «خیانت» تلقی می‌شود. 🔹با وجود عقب بودن چین در ساخت تراشه اما هواوی مدعی است با استفاده از راهکارهای جدید تولید و طراحی تراشه، می‌تو
RADAR-054,2026-07,🚀 هوشمند سینا؛ پیشگام تحول دیجیتال و هوش‌مصنوعی در صنایع هلدینگ گسترش فناوری‌های پیشرفته و هوشمند سینا به‌عنوان بازوی تخصصی بنیاد مستضعفان و تنها دارنده مجوز اپراتور ملی داده در حوزه اقتصاد دیجیتال، هوش‌مصنوعی و هوشمندسازی، با هدف اجرای پروژه‌های ملی، توسعه زیرساخت‌های داده‌محور، سرمایه‌گذاری خطرپذیر و حمایت از شرکت‌های فناور فعالیت می‌کند. در راستای اجرای پروژه‌های تخصصی، این هلدینگ به‌صورت مستمر فراخوان‌های شناسایی و جذب پیمانکاران را در حوزه‌های مختلف از جمله هوش مصنوعی، تحلیل داده، سامانه‌های هوشمند، کشف و پیشگیری از تقلب، تعمیر و نگهداری پیش‌بینانه و سایر فناوری‌های نوین منتشر می‌کند. 📌 برای اطلاع از آخرین فراخوان‌ها، فرصت‌های همکاری و ا
RADAR-055,2026-07,🔺ناشی اما ویرانگر؛ جزئیات تازه از نخستین حمله خودمختار ChatGPT 🔹اوپن‌ای‌آی (OpenAI) فاش کرده است حمله سایبری که توسط عامل‌های سرکش چت‌جی‌پی‌تی (ChatGPT agents) انجام شد، بسیار فراتر از حمله به یک شرکت بوده است. 🔹به گزارش بی‌بی‌سی، پیش از این تصور می‌شد هاگینگ‌فیس (Hugging Face) تنها قربانی این حمله بی‌سابقه بوده است؛ اما اوپن‌ای‌آی اکنون اذعان کرده که ربات آن به چندین «سرویس عمومی» (public services) نیز حمله کرده است. 🔹بر اساس گزارش‌های پیشین، اوپن‌ای‌آی چهار روز طول کشید تا متوجه شود هوش مصنوعی این شرکت به هاگینگ‌فیس حمله کرده است. اوپن‌ای‌آی اعلام کرده است به‌زودی نتایج تحقیقات داخلی خود را منتشر خواهد کرد تا دیگران نیز بتوانند از این حادثه
RADAR-056,2026-08,🔺مهاجرت متخصصان فناوری، حکمرانی بدون داده و بدون سنجش 🔹حکمران فناوری در ایران برای هوش مصنوعی، اقتصاد دیجیتال، امنیت سایبری و توسعه فناوری برنامه‌های متعددی تدوین کرده، اما هنوز پاسخ روشنی برای این پرسش ندارد که چه تعداد از متخصصانی که قرار است این برنامه‌ها را اجرا کنند، کشور را ترک کرده‌اند؟ در حالی که آمارهای بین‌المللی، تمرکز مهاجران ایرانی در مهم‌ترین قطب‌های فناوری جهان را نشان می‌دهند، در داخل کشور نه داده به‌روزی از مهاجرت نیروی انسانی متخصص منتشر می‌شود و نه تصویری روشن از ابعاد این خروج وجود دارد. 🔹به‌گزارش پیوست، مهاجرت متخصصان فناوری در ایران عمدتا با روایت‌های فردی، برآوردهای پراکنده و چند پیمایش محدود توضیح داده می‌شود. ازاین‌رو
RADAR-057,2026-08,🔹داتین سومین دوره بوت‌کمپ رایگان «سفر فناورانه» را از اول تا یازدهم شهریور ۱۴۰۵ به‌صورت حضوری در تهران برگزار می‌کند. ثبت‌نام این دوره تا ۱۵ مرداد ادامه دارد. 🔹در این بوت‌کمپ، ۷۰ نفر از دانشجویان و علاقه‌مندان حوزه فناوری پس از طی فرایند ارزیابی انتخاب می‌شوند و در برنامه‌هایی مانند بازدید از شرکت‌های فناوری، کارگاه‌های مهارتی، رویدادهای تخصصی و فعالیت‌های گروهی شرکت خواهند کرد. 🔹دانشجویان رشته‌های کامپیوتر، فناوری اطلاعات، نرم‌افزار، علوم کامپیوتر، ریاضی و آمار و همچنین علاقه‌مندان به برنامه‌نویسی، هوش مصنوعی، بانکداری و فناوری‌های دیجیتال می‌توانند برای حضور در این دوره ثبت‌نام کنند. 🆔 🔗متن کامل خبر را در سایت پیوست بخوانید: peivast.com/p/2
RADAR-058,2026-08,🔺سازمان ملل: هوش مصنوعی بدون ظرفیت، شکاف توسعه را عمیق‌تر می‌کند 🔹گزارش «تبدیل هوش مصنوعی به یک دارایی توسعه‌ای در کشورهای کمترتوسعه‌یافته» که توسط بانک فناوری سازمان ملل منتشر شده، هشدار می‌دهد هوش مصنوعی می‌تواند به موتور توسعه کشورها تبدیل شود، اما در صورت نبود زیرساخت، حکمرانی و سرمایه انسانی مناسب، شکاف توسعه را عمیق‌تر خواهد کرد. 🔹کشورهای کمتر توسعه یافته با وجود آنکه حدود ۱۴ درصد جمعیت جهان را در خود جای داده‌اند، تنها ۱.۴ درصد از اقتصاد جهانی را در اختیار دارند. با این حال، رشد دسترسی به اینترنت و جمعیت جوان، فرصت استفاده از فناوری‌های نو را برای آنها فراهم کرده است. گزارش تأکید می‌کند موفقیت در عصر هوش مصنوعی بیش از آنکه به دسترسی به
RADAR-059,2026-08,🔺کردی، لری، بلوچی، لکی و گیلکی؛ زبان‌هایی که در عصر هوش مصنوعی برای بقا به داده نیاز دارند 🔹بسیاری از زبان‌های ایرانی با وجود میلیون‌ها گویشور، هنوز زیرساخت لازم برای ورود به مدل‌های هوش مصنوعی را ندارند. این موضوع از یک چالش فرهنگی فراتر رفته و به موضوعی درباره آینده فناوری تبدیل شده است. 🔹به گزارش پیوست، زبان‌هایی می‌توانند وارد مدل‌های هوش مصنوعی شوند که مجموعه‌ای از منابع فنی مانند پیکره‌های متنی، داده‌های گفتاری، فرهنگ لغت دیجیتال و منابع آموزشی را داشته باشند. فقدان این زیرساخت‌ها باعث می‌شود یک زبان زنده، در محیط‌های جدید فناوری حضور محدودی داشته باشد. 🔹فارسی دارای مجموعه‌هایی مانند ParsBERT و FarsTail و همچنین منابع گفتاری مانند DeepM
RADAR-060,2026-08,🔺«اول از AI پرسیدم»؛ جمله‌ای که پزشکان دوست ندارند بشنوند 🔹تا همین چند سال پیش، وقتی جواب آزمایش آماده می‌شد، تنها راه فهمیدن معنای اعداد و اصطلاحات پزشکی، تماس با پزشک یا انتظار برای ویزیت بعدی بود. 🔹حالا اما برای خیلی‌ها اولین مقصد نه مطب پزشک، بلکه یکی از چت‌بات‌های هوش مصنوعی است. کافی است فایل آزمایش را بارگذاری کنید؛ چند ثانیه بعد، هوش مصنوعی درباره کم‌وزیاد بودن شاخص‌ها توضیح می‌دهد، احتمال بیماری‌ها را مطرح می‌کند و حتی گاهی پیشنهاد درمان می‌دهد. 🔹این رفتار به نگرانی تازه پزشکان تبدیل شده است. برخی از آنها می‌گویند اکنون بخشی از زمان ویزیت صرف اصلاح برداشت‌هایی می‌شود که بیماران بر اساس پاسخ چت‌بات‌ها پیدا کرده‌اند؛ از قطع خودسرانه دا
RADAR-061,2026-08,🔺گزارش عملکرد ۱۴۰۴ معاونت علمی؛ فهرست پروژه‌ها یا سنجش اثرگذاری؟ 🔹سال ۱۴۰۴ برای معاونت علمی ریاست‌جمهوری با تمرکز بر توسعه هوش مصنوعی، تقویت شرکت‌های دانش‌بنیان و پیشبرد فناوری‌های راهبردی همراه بود؛ معاونتی که در کنار توسعه زیرساخت‌های پردازشی و اجرای پروژه‌های هوش مصنوعی، حمایت از کسب‌وکارهای دانش‌بنیان، توسعه زنجیره ارزش فناوری‌های اولویت‌دار، گسترش تعاملات بین‌المللی و اصلاح سازوکارهای سیاستگذاری را نیز در دستور کار قرار داده بود. 🔹گزارش عملکرد این معاونت، راه‌اندازی مرکز ملی زیرساخت پردازش سریع با ظرفیت ۹۰ پتافلاپس، آموزش هوش مصنوعی به ۲ میلیون دانش‌آموز و ۱۰۰ هزار معلم، رشد ۶۰ درصدی فروش شرکت‌های دانش‌بنیان، توسعه پروژه‌های فناوری در حو
RADAR-062,2026-08,🔺مهاجر ایرانی که نیروی انسانی هوش مصنوعی را تامین می‌کند 🔹علی انصاری، کارآفرین ایرانی-آمریکایی ۲۵ ساله، بنیان‌گذار Micro1 است؛ استارتاپی که کارش را با استخدام و ارزیابی مهندسان نرم‌افزار شروع کرد، اما با رونق هوش مصنوعی مسیرش را تغییر داد. 🔹میکرو یک حالا متخصصان حوزه‌های مختلف، از مهندسی و پزشکی و حقوق تا زبان و فیلمنامه‌نویسی، را شناسایی و ارزیابی می‌کند و آنها را در اختیار شرکت‌ها و آزمایشگاه‌های هوش مصنوعی قرار می‌دهد تا در آموزش و ارزیابی مدل‌های AI مشارکت کنند. 🔹انصاری که در ۱۰سالگی از ایران به آمریکا مهاجرت کرد، در مدت کوتاهی Micro1 را به یکی از بازیگران بازار داده و نیروی انسانی هوش مصنوعی تبدیل کرده است؛ بازاری که با قدرتمندتر شدن مدل
RADAR-063,2026-08,🔺 مرکز پژوهش‌های مجلس: هوش مصنوعی به کلیشه‌های جنسیتی دامن می‌زند 🔹مرکز پژوهش‌های مجلس در گزارشی با بررسی فرصت‌ها و تهدیدهای هوش مصنوعی برای زنان و خانواده، هشدار داده است که بی‌توجهی به نقش و حضور زنان در طراحی و سیاست‌گذاری هوش مصنوعی می‌تواند به بازتولید و تشدید تبعیض‌های جنسیتی منتهی شود. 🔹در این گزارش، فرصت‌ها و تهدیدهای هوش مصنوعی برای زنان در دو گروه مورد بررسی قرار گرفته است. گروه نخست به فرصت‌ها و تهدیدهای ناشی از ساختار هوش مصنوعی و پردازش داده‌محور مربوط می‌شود و گروه دوم به پیامدهای تحولات فناورانه برای ساختارهای جامعه می‌پردازد. 🔹همچنین این گزارش با اشاره به تحولات بازار کار ناشی از هوش مصنوعی و با استناد به ماده ۷۹ برنامه هفتم ت
RADAR-064,2026-08,🔺می‌توان به کدنویسی هوش‌مصنوعی اعتماد کرد؟ 🔹اگر وسط جنگ و اختلال اینترنت بتوان ظرف سه روز یک مسیر تازه برای سفارش‌گیری ساخت، یا بدون برنامه‌نویس بودن برای یک مسئله شخصی اپلیکیشن نوشت، هوش مصنوعی دیگر فقط ابزار کمک به کدنویسی نیست؛ ساخت نرم‌افزار دارد از انحصار برنامه‌نویس‌ها خارج می‌شود. 🔹اما هرچه ساختن آسان‌تر می‌شود، یک سؤال جدی‌تر می‌شود: چیزی که کار می‌کند، لزوماً قابل اعتماد هم هست؟ امنیت، تست، نگهداری، مالکیت و مسئولیت داده‌ها همچنان سر جای خود هستند. 🔹فاطمه آرنواز، مدیر بازاریابی دیجیتال Active Cleaners، درباره ساخت ربات سفارش‌گیری در دوره جنگ می‌گوید: کل پیاده‌سازی ربات سفارش‌گیری را تیم مارکتینگ انجام داد. کاربران وارد ربات می‌شدند، 
RADAR-065,2026-08,🔺هوش مصنوعی هنوز کشف نمی‌کند اما قواعد بازی را تغییر می‌دهد 🔹ورود هوش مصنوعی به سازمان‌ها مرز میان تصمیم‌گیری انسانی و ماشینی را به یکی از پرسش‌های جدی تبدیل کرده است. 🔹شاهین روحانی، استاد دانشگاه صنعتی شریف در پنل «اخلاق و عاملیت هوش مصنوعی در سازمان‌ها» در این خصوص گفت: «نباید خروجی سریع و قابل قبول هوش مصنوعی را با کشف و خلاقیت انسانی یکی دانست.» 🔹صادق برادران، مدیر استراتژی گروه بیمه سامان نیز معتقد است: « اگر یک شرکت نتواند با کمک هوش مصنوعی هزینه‌هایش را کاهش دهد یا تجربه مشتری را بهبود دهد، احتمالا فرصت بزرگی را از دست داده است.» 🔹آسو شجاعی، دکترای علوم اعصاب شناختی نیز افزود: «در تصمیم‌هایی که با زندگی، حقوق و آینده افراد ارتباط دارد،
RADAR-066,2026-08,🖋 هوش مصنوعی و فروپاشی دو حصار؛ آینده‌ای که ابداً شبیه به گذشته نیست ⬅️ محمدامین اله‌داد، رئیس مرکز پایش و فراداده مرکز ملی فضای مجازی، در یادداشتی که در سایت پیوست منتشر شده به موضوع توسعه هوش مصنوعی و تاثیر آن بر زبان و جمعیت کشورها پرداخته است. ⬅️اله‌داد در این یادداشت نوشت:‌ «هوش مصنوعی، طی کمتر از ۵ سال آینده، حصار زبان را برخواهد چید؛ نه فقط زبان محاوره، که حتی زبان‌های برنامه‌نویسی جدید را نیز بی‌اثر خواهد کرد.» ⬅️ رئیس مرکز پایش و فراداده مرکز ملی فضای مجازی اضافه کرد: «موازی با زبان، حصار دوم یعنی جمعیت نیز در حال فروپاشی است. هوش مصنوعی، اکنون پارادایم «یونیکورن‌های یک‌نفره» را به‌عنوان یک روند جدی در ادبیات سرمایه‌گذاری جهان مطرح ک
RADAR-067,2026-08,🔺کارشناسان حوزه هوش مصنوعی: بازی هوش مصنوعی، بازی داده است 🔹 کارشناسان پنل هوش مصنوعی اتاق بازرگانی تهران معتقدند ایران باید تکلیف خود را در زمینه داده، مدیریت و جایگاهش در زنجیره ارزش هوش مصنوعی مشخص کند. 🔹 فرهاد نیلی، استاد مدعو دانشگاه صنعتی شریف، وضعیت ایران را به مسابقه فوتبالی تشبیه کرد که زمین و بازیکن دارد، اما توپ ندارد: «سرمایه‌گذاری‌ها به دلیل نبود داده تمیز و ساختاریافته شکست می‌خورند.» 🔹 عمادالدین فاطمی‌زاده، معاون ستاد هوش مصنوعی، گفت: مشکل اصلی کمبود متخصص نیست، بلکه مدیرانی هستند که تفاوت تحول دیجیتال و تحول هوش مصنوعی را درک نمی‌کنند. 🔹 مجید نیلی احمدآبادی، استاد دانشگاه صنعتی شریف، فرهنگ مدیریتی و نظام سنتی منابع انسانی را م
RADAR-068,2026-08,🔹ثبت‌نام چهارمین رویداد ملی «کی‌بُرد» برای دانش‌پژوهان پایه‌های هشتم تا دوازدهم با هدف آشنایی استعدادهای نخبگانی با فناوری‌های دیجیتال، توسعه مهارت‌های کاربردی و تجربه طراحی و ساخت محصول آغاز شد. 🔹دانش‌پژوهان می‌توانند یکی از چهار مسیر هوش مصنوعی، بازی‌سازی، اینترنت اشیا و امنیت سایبری را انتخاب کنند. فرآیند آموشی این دوره از شهریورماه شروع می‌شود. 🔹بوت‌کمپ کی‌بُرد با حمایت آکادمی همراه اول برگزار می‌شود و متقاضایان می‌توانند برای ثبت‌نام و دریافت اطلاعات تکمیلی به kibordevents.com مراجعه کنند. 🆔 🔗متن کامل این خبر را در سایت پیوست بخوانید: peivast.com/p/264552
RADAR-069,2026-07,🔻تصمیم‌گیری به چیزی بیش از عدد نیاز دارد 🔹تصمیم‌گیری در میان انبوه داده‌ها هر روز سخت‌تر می‌شود. آیا هوش مصنوعی می‌تواند در این راه به کمک مدیران بیاید؟ اگر پاسخ به این پرسش مثبت است، چگونه؟ 🔹انتشارات آریاناقلم با حمایت داتا کتابی با عنوان «تصمیم‌گیری ورای اعداد» منتشر کرده است و در آن به مفهومی به نام شهودکمی اشاره شده است. جایی که داده، تجربه، قضاوت و پرسش درست کنار هم قرار می‌گیرند تا یک تصمیم خوب اتخاذ شود. 🆔
